			Номер страницы		SLP1		SLP1		IAST  + фopмa		RUS		ENG		CHEH	
<L>	5274	<pc>	224	<K1>	muKa	</K1><K2>	muKa	</K2>@<K2>	mukha n.	</K2><p><LANG n = "RUSSIAN">	рот, лицо, устье, вход, передняя часть, начало, поверхность, верх; -° а. главный, обращенный лицом	</LANG><p><LANG n = "ENGLISH">	the mouth, face, mouth of a river, entrance, forepart, commencement, surface, top, head; -° a. chief, turned towards 	</LANG><p><LANG n = "CZECH">	ústa, tvář, obličej, ústí, vchod, přední část, začátek, povrch, vrch, vrchol; -° a. hlavní, obrácen tváří	<p>@<LEND>
<L>	5275	<pc>	224	<K1>	muKena	</K1><K2>	muKena	</K2>@<K2>	 +mukhena	</K2><p><LANG n = "RUSSIAN">	при помощи	</LANG><p><LANG n = "ENGLISH">	by means of	</LANG><p><LANG n = "CZECH">	pomoci 	<p>@<LEND>
<L>	5276	<pc>	224	<K1>	muKaBaNga	</K1><K2>	muKaBaNga	</K2>@<K2>	mukhabhaṅga m.	</K2><p><LANG n = "RUSSIAN">	искривление черт лица	</LANG><p><LANG n = "ENGLISH">	a distorted face 	</LANG><p><LANG n = "CZECH">	zkřivení rysů	<p>@<LEND>
<L>	5277	<pc>	224	<K1>	muKara	</K1><K2>	muKara	</K2>@<K2>	mukhara	</K2><p><LANG n = "RUSSIAN">	разговорчивый, звучащий	</LANG><p><LANG n = "ENGLISH">	talkative, sounding 	</LANG><p><LANG n = "CZECH">	hovorný, zvučící	<p>@<LEND>
<L>	5278	<pc>	224	<K1>	muKya	</K1><K2>	muKya	</K2>@<K2>	mukhya	</K2><p><LANG n = "RUSSIAN">	главный, первейший, выдающийся, первый, ведущий	</LANG><p><LANG n = "ENGLISH">	chief, foremost, eminent, first, leading	</LANG><p><LANG n = "CZECH">	hlavní, přední, vynikající, první, vedoucí	<p>@<LEND>
<L>	5279	<pc>	224	<K1>	mugDa	</K1><K2>	mugDa	</K2>@<K2>	mugdha (pp. < muh) 	</K2><p><LANG n = "RUSSIAN">	смущенный, глупый, неопытный, красивый	</LANG><p><LANG n = "ENGLISH">	perplexed, idiot, inexperienced, lovely	</LANG><p><LANG n = "CZECH">	zmatený, hloupý, nezkušený, hezký	<p>@<LEND>
<L>	5280	<pc>	224	<K1>	muc	</K1><K2>	muc	</K2>@<K2>	I √muc muñcati, -te, pp. mukta	</K2><p><LANG n = "RUSSIAN">	развязывать, освобождать, спасать, пропускать, покидать, отказываться, позволять падать, откладывать, бросать, выпускать, говорить	</LANG><p><LANG n = "ENGLISH">	to loose, liberate, save, set free, abandon, dismiss, let fall, lay aside, throw, emit, utter	</LANG><p><LANG n = "CZECH">	uvolňovati, osvobozovati, za- chraňovati, propouštěti, opouš- těti, upouštěti, nechati padati, dáti stranou, házeti, vypouštěti, mluviti	<p>@<LEND>
<L>	5281	<pc>	224	<K1>	mucyate	</K1><K2>	mucyate	</K2>@<K2>	 +pass. mucyate	</K2><p><LANG n = "RUSSIAN">	быть освобожденным, избавляться, бежать	</LANG><p><LANG n = "ENGLISH">	to be set free, be deprived, escape 	</LANG><p><LANG n = "CZECH">	býti propouštěn, zbavovati se, unikati	<p>@<LEND>
<L>	5282	<pc>	224	<K1>	mocayati	</K1><K2>	mocayati	</K2>@<K2>	 +caus. mocayati, pp. mocita	</K2><p><LANG n = "RUSSIAN">	развязывать, освобождать, выпускать	</LANG><p><LANG n = "ENGLISH">	to set free, let go	</LANG><p><LANG n = "CZECH">	uvolňovati, propouštěti	<p>@<LEND>
<L>	5283	<pc>	224	<K1>	udmuc	</K1><K2>	udmuc	</K2>@<K2>	 +ud (udmuc)	</K2><p><LANG n = "RUSSIAN">	освобождать, отвязывать	</LANG><p><LANG n = "ENGLISH">	to free, unfasten	</LANG><p><LANG n = "CZECH">	uvolňovati, odvazovati	<p>@<LEND>
<L>	5284	<pc>	225	<K1>	nismuc	</K1><K2>	nismuc	</K2>@<K2>	 +nis (nismuc)	</K2><p><LANG n = "RUSSIAN">	освободить, покинуть, выстрелить (стрелу) 	</LANG><p><LANG n = "ENGLISH">	to loosen, abandon, shoot (an arrow) 	</LANG><p><LANG n = "CZECH">	uvolniti, opustiti, vystřeliti (šíp) 	<p>@<LEND>
<L>	5285	<pc>	225	<K1>	parimuc	</K1><K2>	parimuc	</K2>@<K2>	 +pari (parimuc)	</K2><p><LANG n = "RUSSIAN">	освободить; pass. лишиться, избавиться	</LANG><p><LANG n = "ENGLISH">	to deliver; pass. to get rid 	</LANG><p><LANG n = "CZECH">	osvoboditi; pass. zprostiti se	<p>@<LEND>
<L>	5286	<pc>	225	<K1>	pramuc	</K1><K2>	pramuc	</K2>@<K2>	 +pra (pramuc), vipra (vipramuc)	</K2><p><LANG n = "RUSSIAN">	освободить, избавить (от грехов), выстрелить (стрелу) 	</LANG><p><LANG n = "ENGLISH">	to loosen, shoot	</LANG><p><LANG n = "CZECH">	uvolniti, zprostiti (hříchů), vystřeliti (šíp) 	<p>@<LEND>
<L>	5287	<pc>	225	<K1>	vimuc	</K1><K2>	vimuc	</K2>@<K2>	 +vi (vimuc)	</K2><p><LANG n = "RUSSIAN">	освободить, выпустить (стрелу), пропустить, покинуть, нарушить (обещание); pass. освободиться, убежать	</LANG><p><LANG n = "ENGLISH">	to release, throw, shoot (an arrow), set free, abandon, break (a vow); pass. to escape from, get free	</LANG><p><LANG n = "CZECH">	uvolniti, vypustiti (šíp), pro- pustiti, opustiti, porusiti (slib); pass. uvolniti se, uniknouti	<p>@<LEND>
<L>	5288	<pc>	225	<K1>	muc	</K1><K2>	muc	</K2>@<K2>	II muc (-°) 	</K2><p><LANG n = "RUSSIAN">	выделяющий (капли пота) 	</LANG><p><LANG n = "ENGLISH">	discharging (drops of perspiration) 	</LANG><p><LANG n = "CZECH">	vydávající (kapky potu) 	<p>@<LEND>
<L>	5289	<pc>	225	<K1>	muYja	</K1><K2>	muYja	</K2>@<K2>	muñja m.	</K2><p><LANG n = "RUSSIAN">	осока	</LANG><p><LANG n = "ENGLISH">	sedge	</LANG><p><LANG n = "CZECH">	ostřice	<p>@<LEND>
<L>	5290	<pc>	225	<K1>	muRqa	</K1><K2>	muRqa	</K2>@<K2>	muṇḍa	</K2><p><LANG n = "RUSSIAN">	лысый, побритый	</LANG><p><LANG n = "ENGLISH">	bald, shaved	</LANG><p><LANG n = "CZECH">	holohlavý, oholený	<p>@<LEND>
<L>	5291	<pc>	225	<K1>	mud	</K1><K2>	mud	</K2>@<K2>	I √mud modate, pp. mudita	</K2><p><LANG n = "RUSSIAN">	радоваться, веселиться, тешиться	</LANG><p><LANG n = "ENGLISH">	to be glad or merry, rejoice 	</LANG><p><LANG n = "CZECH">	radovati se, veseliti se, těšiti se	<p>@<LEND>
<L>	5292	<pc>	225	<K1>	modayati	</K1><K2>	modayati	</K2>@<K2>	 +caus. modayati	</K2><p><LANG n = "RUSSIAN">	веселить, радовать	</LANG><p><LANG n = "ENGLISH">	to exhilarate, gladden 	</LANG><p><LANG n = "CZECH">	rozveselovati, těšiti	<p>@<LEND>
<L>	5293	<pc>	225	<K1>	anumud	</K1><K2>	anumud	</K2>@<K2>	 +anu (anumud)	</K2><p><LANG n = "RUSSIAN">	радоваться, одобрять	</LANG><p><LANG n = "ENGLISH">	to rejoice, approve	</LANG><p><LANG n = "CZECH">	těšiti se, schvalovati	<p>@<LEND>
<L>	5294	<pc>	225	<K1>	pratimud	</K1><K2>	pratimud	</K2>@<K2>	 +pra (pratimud)	</K2><p><LANG n = "RUSSIAN">	веселиться, c удовольствием приветствовать	</LANG><p><LANG n = "ENGLISH">	to rejoice at, welcome with joy	</LANG><p><LANG n = "CZECH">	veseliti se, s radosti vitati	<p>@<LEND>
<L>	5295	<pc>	225	<K1>	mud	</K1><K2>	mud	</K2>@<K2>	II mud f.	</K2><p><LANG n = "RUSSIAN">	веселье, радость	</LANG><p><LANG n = "ENGLISH">	gladness, joy	</LANG><p><LANG n = "CZECH">	veselost, radost	<p>@<LEND>
<L>	5296	<pc>	225	<K1>	mudita	</K1><K2>	mudita	</K2>@<K2>	mudita (pp. < mud) 	</K2><p><LANG n = "RUSSIAN">	обрадованный, радующий, веселый	</LANG><p><LANG n = "ENGLISH">	delighted, joyous, joyful 	</LANG><p><LANG n = "CZECH">	potěšený, potěšující, veselý	<p>@<LEND>
<L>	5297	<pc>	225	<K1>	mudgara	</K1><K2>	mudgara	</K2>@<K2>	mudgara m.	</K2><p><LANG n = "RUSSIAN">	молоток, дубинка, вид оружия	</LANG><p><LANG n = "ENGLISH">	a hammer, mallet, a kind of weapon	</LANG><p><LANG n = "CZECH">	kladivo, palice, druh zbraně	<p>@<LEND>
<L>	5298	<pc>	225	<K1>	mudrA	</K1><K2>	mudrA	</K2>@<K2>	mudrā f.	</K2><p><LANG n = "RUSSIAN">	печать, знак	</LANG><p><LANG n = "ENGLISH">	a seal, mark	</LANG><p><LANG n = "CZECH">	pečeť, značka	<p>@<LEND>
<L>	5299	<pc>	225	<K1>	muni	</K1><K2>	muni	</K2>@<K2>	muni m.	</K2><p><LANG n = "RUSSIAN">	возбуждение; человек, охваченный экстазом, мудрец, аскет	</LANG><p><LANG n = "ENGLISH">	impulse; an ecstatic person, sage, ascetic	</LANG><p><LANG n = "CZECH">	vznět; člověk upadlý v extasi, mudrc, asketa 	<p>@<LEND>
<L>	5300	<pc>	225	<K1>	mumbArava	</K1><K2>	mumbArava	</K2>@<K2>	mumbārava m.	</K2><p><LANG n = "RUSSIAN">	крик, визг	</LANG><p><LANG n = "ENGLISH">	a cry, yell	</LANG><p><LANG n = "CZECH">	křik, vřískot	<p>@<LEND>
<L>	5301	<pc>	225	<K1>	muz	</K1><K2>	muz	</K2>@<K2>	√muṣ muṣṇāti, pp. muṣita	</K2><p><LANG n = "RUSSIAN">	грабить, опустошать, относить	</LANG><p><LANG n = "ENGLISH">	to rob, plunder, carry off 	</LANG><p><LANG n = "CZECH">	loupiti, píeniti, odnésti	<p>@<LEND>
<L>	5302	<pc>	225	<K1>	muzita	</K1><K2>	muzita	</K2>@<K2>	muṣita (pp. < mus) 	</K2><p><LANG n = "RUSSIAN">	ограбленный, обманутый	</LANG><p><LANG n = "ENGLISH">	robbed, cheated 	</LANG><p><LANG n = "CZECH">	oloupen, oklamán	<p>@<LEND>
<L>	5303	<pc>	225	<K1>	muzwi	</K1><K2>	muzwi	</K2>@<K2>	muṣṭi m., f.	</K2><p><LANG n = "RUSSIAN">	кулак, горсть	</LANG><p><LANG n = "ENGLISH">	a fist, handful 	</LANG><p><LANG n = "CZECH">	pěst, hrsť	<p>@<LEND>
<L>	5304	<pc>	225	<K1>	musala	</K1><K2>	musala	</K2>@<K2>	musala m., n.	</K2><p><LANG n = "RUSSIAN">	пестик	</LANG><p><LANG n = "ENGLISH">	а pestle	</LANG><p><LANG n = "CZECH">	palička	<p>@<LEND>
<L>	5305	<pc>	225	<K1>	muh	</K1><K2>	muh	</K2>@<K2>	√muh muhyati, -te, pp. mūḍha (mugdha) 	</K2><p><LANG n = "RUSSIAN">	упасть в обморок, помешаться, запутаться	</LANG><p><LANG n = "ENGLISH">	to faint, be foolish, be perplexed	</LANG><p><LANG n = "CZECH">	omdlíti, pomásti se, splěsti se	<p>@<LEND>
<L>	5306	<pc>	225	<K1>	mohayati	</K1><K2>	mohayati	</K2>@<K2>	caus. mohayati	</K2><p><LANG n = "RUSSIAN">	спутать	</LANG><p><LANG n = "ENGLISH">	to bewilder	</LANG><p><LANG n = "CZECH">	zmásti	<p>@<LEND>
<L>	5307	<pc>	225	<K1>	muhur	</K1><K2>	muhur	</K2>@<K2>	muhur adv.	</K2><p><LANG n = "RUSSIAN">	на минуту, каждую минуту, снова	</LANG><p><LANG n = "ENGLISH">	for a moment, every moment, repeatedly	</LANG><p><LANG n = "CZECH">	na chvíli, každou chvíli, opětovně	<p>@<LEND>
<L>	5308	<pc>	226	<K1>	muhur	</K1><K2>	muhur	</K2>@<K2>	muhur muhur	</K2><p><LANG n = "RUSSIAN">	снова и снова	</LANG><p><LANG n = "ENGLISH">	again and again	</LANG><p><LANG n = "CZECH">	znovu а znovu	<p>@<LEND>
<L>	5309	<pc>	226	<K1>	muhUrta	</K1><K2>	muhUrta	</K2>@<K2>	muhūrta m., n.	</K2><p><LANG n = "RUSSIAN">	мгновение, минута, час (=48 минут) 	</LANG><p><LANG n = "ENGLISH">	an instant, while, hour (= 48 minutes) 	</LANG><p><LANG n = "CZECH">	okamžik, chvlle, hodina (=48 minut) 	<p>@<LEND>
<L>	5310	<pc>	226	<K1>	mUka	</K1><K2>	mUka	</K2>@<K2>	mūka	</K2><p><LANG n = "RUSSIAN">	немой, молчаливый	</LANG><p><LANG n = "ENGLISH">	dumb, silent	</LANG><p><LANG n = "CZECH">	němý, mlčelivý	<p>@<LEND>
<L>	5311	<pc>	226	<K1>	mUQa	</K1><K2>	mUQa	</K2>@<K2>	mūḍha (pp. < muh) 	</K2><p><LANG n = "RUSSIAN">	запутанный, глупый	</LANG><p><LANG n = "ENGLISH">	confused, foolish 	</LANG><p><LANG n = "CZECH">	zmatený, hloupý	<p>@<LEND>
<L>	5312	<pc>	226	<K1>	mUQamati	</K1><K2>	mUQamati	</K2>@<K2>	mūḍhamati	</K2><p><LANG n = "RUSSIAN">	со спутанными мыслями, глупый	</LANG><p><LANG n = "ENGLISH">	having a perplexed mind, foolish	</LANG><p><LANG n = "CZECH">	zmatené mysli, hloupý	<p>@<LEND>
<L>	5313	<pc>	226	<K1>	mUtra	</K1><K2>	mUtra	</K2>@<K2>	mūtra n.	</K2><p><LANG n = "RUSSIAN">	моча	</LANG><p><LANG n = "ENGLISH">	urine	</LANG><p><LANG n = "CZECH">	moč	<p>@<LEND>
<L>	5314	<pc>	226	<K1>	mUra	</K1><K2>	mUra	</K2>@<K2>	mūra	</K2><p><LANG n = "RUSSIAN">	сумасбродный, глупый	</LANG><p><LANG n = "ENGLISH">	foolish, stupid 	</LANG><p><LANG n = "CZECH">	pošetilý, hloupý 	<p>@<LEND>
<L>	5315	<pc>	226	<K1>	mUrKa	</K1><K2>	mUrKa	</K2>@<K2>	mūrkha v. mūra	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	5316	<pc>	226	<K1>	mUrC	</K1><K2>	mUrC	</K2>@<K2>	√mūrch mūrehati, pp. mūrehita, mūrta	</K2><p><LANG n = "RUSSIAN">	затвердевать, принимать вид, становиться сильным, остолбенеть, терять сознание, падать в обморок	</LANG><p><LANG n = "ENGLISH">	to become solid, assume shape, thicken, become stiff, swoon, become senseless	</LANG><p><LANG n = "CZECH">	tuhnouti, nabývati podobu, síliti, ztrnouti, ztráceti vědomí, omdlívati	<p>@<LEND>
<L>	5317	<pc>	226	<K1>	mUrCita	</K1><K2>	mUrCita	</K2>@<K2>	mūrchita (pp. < mūrch) 	</K2><p><LANG n = "RUSSIAN">	упавший в обморок; в бессознательном состоянии; твердый, сильный, полный (гнева) 	</LANG><p><LANG n = "ENGLISH">	fainted, unconscious; stiff, strong, full (of anger) 	</LANG><p><LANG n = "CZECH">	omdlevší; v bezvědomí; tuhý, silný, plný (hněvu) 	<p>@<LEND>
<L>	5318	<pc>	226	<K1>	mUrti	</K1><K2>	mUrti	</K2>@<K2>	mūrti f.	</K2><p><LANG n = "RUSSIAN">	тело, твердая часть тела, форма, вид, фигура, лицо	</LANG><p><LANG n = "ENGLISH">	а body, solid part of the body, form, shape, figure, person	</LANG><p><LANG n = "CZECH">	tělo, tuhá část těla, tvar, podoba, postava, osoba	<p>@<LEND>
<L>	5319	<pc>	226	<K1>	mUrtimant	</K1><K2>	mUrtimant	</K2>@<K2>	 +-mant (mūrtimant)	</K2><p><LANG n = "RUSSIAN">	имеющий фигуру или вид, телесный, олицетворенный	</LANG><p><LANG n = "ENGLISH">	having a form or body, corporeal, personified	</LANG><p><LANG n = "CZECH">	majici postavu nebo podobu, tělesný, zosobněný	<p>@<LEND>
<L>	5320	<pc>	226	<K1>	mUrtimaya	</K1><K2>	mUrtimaya	</K2>@<K2>	mūrtimaya (f. -ī) 	</K2><p><LANG n = "RUSSIAN">	имеющий вид	</LANG><p><LANG n = "ENGLISH">	possessing a form 	</LANG><p><LANG n = "CZECH">	mající podobu	<p>@<LEND>
<L>	5321	<pc>	226	<K1>	mUrDan	</K1><K2>	mUrDan	</K2>@<K2>	mūrdhan m.	</K2><p><LANG n = "RUSSIAN">	лоб, голова, высшая часть, вершина	</LANG><p><LANG n = "ENGLISH">	the forehead, head, highest part, summit	</LANG><p><LANG n = "CZECH">	čelo, hlava, nejvyšší část, vrchol	<p>@<LEND>
<L>	5322	<pc>	226	<K1>	mUla	</K1><K2>	mUla	</K2>@<K2>	mūla n.	</K2><p><LANG n = "RUSSIAN">	корень, нижняя часть, основа, происхождение, начало, основная часть (в отношении процентов) 	</LANG><p><LANG n = "ENGLISH">	а root, bottom, basis, origin, beginning, capital (opp. to interest) 	</LANG><p><LANG n = "CZECH">	kořen, spodek, základ, původ, začátek, základní částka (proti úrokům) 	<p>@<LEND>
<L>	5323	<pc>	226	<K1>	mUlya	</K1><K2>	mUlya	</K2>@<K2>	mūlya n.	</K2><p><LANG n = "RUSSIAN">	цена, сумма, расходы, плата, основная часть	</LANG><p><LANG n = "ENGLISH">	price, sum, cost, payment, wages, capital	</LANG><p><LANG n = "CZECH">	cena, částka, náklad, plat, mzda, základní cástka	<p>@<LEND>
<L>	5324	<pc>	226	<K1>	mUlyatA	</K1><K2>	mUlyatA	</K2>@<K2>	 +mūlyatā f.	</K2><p><LANG n = "RUSSIAN">	покупная цена	</LANG><p><LANG n = "ENGLISH">	purchase-price 	</LANG><p><LANG n = "CZECH">	kupnl cena	<p>@<LEND>
<L>	5325	<pc>	226	<K1>	mUzika	</K1><K2>	mUzika	</K2>@<K2>	mūṣika, m., -kā f.	</K2><p><LANG n = "RUSSIAN">	мышь	</LANG><p><LANG n = "ENGLISH">	a mouse	</LANG><p><LANG n = "CZECH">	myš	<p>@<LEND>
<L>	5326	<pc>	226	<K1>	mf	</K1><K2>	mf	</K2>@<K2>	√mṛ v. mar	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	5327	<pc>	226	<K1>	mfga	</K1><K2>	mfga	</K2>@<K2>	mṛga m.	</K2><p><LANG n = "RUSSIAN">	животное, звери: птица, газель, антилопа	</LANG><p><LANG n = "ENGLISH">	an animal, game: bird, gazelle, antelope	</LANG><p><LANG n = "CZECH">	zvíře, zvěř: pták, gazela, ántilopa	<p>@<LEND>
<L>	5328	<pc>	226	<K1>	mfgay	</K1><K2>	mfgay	</K2>@<K2>	mṛgay (mṛgayati), mṛgayate	</K2><p><LANG n = "RUSSIAN">	ловить, искать	</LANG><p><LANG n = "ENGLISH">	to hunt, search 	</LANG><p><LANG n = "CZECH">	loviti, hledati	<p>@<LEND>
<L>	5329	<pc>	226	<K1>	mfgayA	</K1><K2>	mfgayA	</K2>@<K2>	mṛgayā f.	</K2><p><LANG n = "RUSSIAN">	ловля, охота	</LANG><p><LANG n = "ENGLISH">	hunting, chase 	</LANG><p><LANG n = "CZECH">	lov, hon	<p>@<LEND>
<L>	5330	<pc>	226	<K1>	mfgayAM	</K1><K2>	mfgayAM	</K2>@<K2>	mṛgayāṃ сar	</K2><p><LANG n = "RUSSIAN">	итти на' охоту	</LANG><p><LANG n = "ENGLISH">	to go hunting	</LANG><p><LANG n = "CZECH">	jiti na lov	<p>@<LEND>
<L>	5331	<pc>	227	<K1>	mfgayu	</K1><K2>	mfgayu	</K2>@<K2>	mṛgayu m.	</K2><p><LANG n = "RUSSIAN">	охотник	</LANG><p><LANG n = "ENGLISH">	a huntsman 	</LANG><p><LANG n = "CZECH">	lovec	<p>@<LEND>
<L>	5332	<pc>	227	<K1>	mfgaSAva	</K1><K2>	mfgaSAva	</K2>@<K2>	mṛgaśāva m. 	</K2><p><LANG n = "RUSSIAN">	олененок	</LANG><p><LANG n = "ENGLISH">	a fawn	</LANG><p><LANG n = "CZECH">	kolouch	<p>@<LEND>
<L>	5333	<pc>	227	<K1>	mfgaSAvAkzI	</K1><K2>	mfgaSAvAkzI	</K2>@<K2>	 +mṛgaśāvākṣī	</K2><p><LANG n = "RUSSIAN">	 (женщина) c глазами олененка	</LANG><p><LANG n = "ENGLISH">	fawn-eyed (woman), gazelle-eyed 	</LANG><p><LANG n = "CZECH">	 (žena) s očima koioucha, gaželooká	<p>@<LEND>
<L>	5334	<pc>	227	<K1>	mfgahan	</K1><K2>	mfgahan	</K2>@<K2>	mṛgahan m.	</K2><p><LANG n = "RUSSIAN">	охотник	</LANG><p><LANG n = "ENGLISH">	a huntsman	</LANG><p><LANG n = "CZECH">	lovec	<p>@<LEND>
<L>	5335	<pc>	227	<K1>	mfgendra	</K1><K2>	mfgendra	</K2>@<K2>	mṛgendra m.	</K2><p><LANG n = "RUSSIAN">	король животных, лев	</LANG><p><LANG n = "ENGLISH">	king of beasts, a lion, 	</LANG><p><LANG n = "CZECH">	král zvířat, lev	<p>@<LEND>
<L>	5336	<pc>	227	<K1>	mfgendratA	</K1><K2>	mfgendratA	</K2>@<K2>	 +mṛgendratā f.	</K2><p><LANG n = "RUSSIAN">	власть над животными	</LANG><p><LANG n = "ENGLISH">	dominion over beasts 	</LANG><p><LANG n = "CZECH">	vláda nad zvířaty	<p>@<LEND>
<L>	5337	<pc>	227	<K1>	mfcCakawikA	</K1><K2>	mfcCakawikA	</K2>@<K2>	mṛcchakaṭikā f. (mṛd  + śakaṭikā) 	</K2><p><LANG n = "RUSSIAN">	глиняная тележка	</LANG><p><LANG n = "ENGLISH">	clay-cart	</LANG><p><LANG n = "CZECH">	liněný vozíček	<p>@<LEND>
<L>	5338	<pc>	227	<K1>	mfcCakawika	</K1><K2>	mfcCakawika	</K2>@<K2>	 +mṛcchakaṭika n.	</K2><p><LANG n = "RUSSIAN">	название драмы	</LANG><p><LANG n = "ENGLISH">	name of а drama	</LANG><p><LANG n = "CZECH">	název dramatu	<p>@<LEND>
<L>	5339	<pc>	227	<K1>	mfj	</K1><K2>	mfj	</K2>@<K2>	√mṛj v. marj	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	5340	<pc>	227	<K1>	mfq	</K1><K2>	mfq	</K2>@<K2>	√mṛḍ v. marḍ	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	5341	<pc>	227	<K1>	mfnAla	</K1><K2>	mfnAla	</K2>@<K2>	mṛnāla m., n.	</K2><p><LANG n = "RUSSIAN">	корень или волокно лотоса	</LANG><p><LANG n = "ENGLISH">	the root or fibre of a lotus 	</LANG><p><LANG n = "CZECH">	kořen nebo vlákno lotosu	<p>@<LEND>
<L>	5342	<pc>	227	<K1>	mfta	</K1><K2>	mfta	</K2>@<K2>	mṛta (pp. < I mar) 	</K2><p><LANG n = "RUSSIAN">	мертвый, ненужный; m. труп; n. смерть	</LANG><p><LANG n = "ENGLISH">	dead, useless; m. a corpse; n. death	</LANG><p><LANG n = "CZECH">	mrtvý, nepotřebný; m. mrtvola; n. smrt	<p>@<LEND>
<L>	5343	<pc>	227	<K1>	mftaprajA	</K1><K2>	mftaprajA	</K2>@<K2>	mṛtaprajā	</K2><p><LANG n = "RUSSIAN">	 (женщина) дети которой мертвы, дети которой умирают	</LANG><p><LANG n = "ENGLISH">	 (а woman) whose children are dead or die	</LANG><p><LANG n = "CZECH">	 (žena), jejíž děti jsou mrtvy, jíž děti umírají	<p>@<LEND>
<L>	5344	<pc>	227	<K1>	mftASva	</K1><K2>	mftASva	</K2>@<K2>	mṛtāśva	</K2><p><LANG n = "RUSSIAN">	лошадь которого издохла	</LANG><p><LANG n = "ENGLISH">	whose horse died 	</LANG><p><LANG n = "CZECH">	jehož kůň pošel	<p>@<LEND>
<L>	5345	<pc>	227	<K1>	mfttikA	</K1><K2>	mfttikA	</K2>@<K2>	mṛttikā f.	</K2><p><LANG n = "RUSSIAN">	глина, ил	</LANG><p><LANG n = "ENGLISH">	clay, loam	</LANG><p><LANG n = "CZECH">	hlína, jíl	<p>@<LEND>
<L>	5346	<pc>	227	<K1>	mfttikAvatI	</K1><K2>	mfttikAvatI	</K2>@<K2>	 +mṛttikāvatī f.	</K2><p><LANG n = "RUSSIAN">	название города	</LANG><p><LANG n = "ENGLISH">	name of a town	</LANG><p><LANG n = "CZECH">	jméno města	<p>@<LEND>
